 0.0000000E+00  0.0000000E+00
 2.0020020E-03  0.0000000E+00
 4.0040040E-03  0.0000000E+00
 6.0060060E-03  0.0000000E+00
 8.0080080E-03  0.0000000E+00
 1.0010010E-02  0.0000000E+00
 1.2012012E-02  0.0000000E+00
 1.4014014E-02  0.0000000E+00
 1.6016016E-02  0.0000000E+00
 1.8018018E-02  0.0000000E+00
 2.0020020E-02  0.0000000E+00
 2.2022022E-02  0.0000000E+00
 2.4024024E-02  0.0000000E+00
 2.6026026E-02  0.0000000E+00
 2.8028028E-02  0.0000000E+00
 3.0030030E-02  0.0000000E+00
 3.2032032E-02  0.0000000E+00
 3.4034034E-02  0.0000000E+00
 3.6036036E-02  0.0000000E+00
 3.8038038E-02  0.0000000E+00
 4.0040040E-02  0.0000000E+00
 4.2042042E-02  0.0000000E+00
 4.4044044E-02  0.0000000E+00
 4.6046046E-02  0.0000000E+00
 4.8048048E-02  0.0000000E+00
 5.0050050E-02  0.0000000E+00
 5.2052052E-02  0.0000000E+00
 5.4054054E-02  0.0000000E+00
 5.6056056E-02  0.0000000E+00
 5.8058058E-02  0.0000000E+00
 6.0060060E-02  0.0000000E+00
 6.2062062E-02  0.0000000E+00
 6.4064064E-02  0.0000000E+00
 6.6066066E-02  0.0000000E+00
 6.8068068E-02  0.0000000E+00
 7.0070070E-02  0.0000000E+00
 7.2072072E-02  0.0000000E+00
 7.4074074E-02  0.0000000E+00
 7.6076076E-02  0.0000000E+00
 7.8078078E-02  0.0000000E+00
 8.0080080E-02  0.0000000E+00
 8.2082082E-02  0.0000000E+00
 8.4084084E-02  0.0000000E+00
 8.6086086E-02  0.0000000E+00
 8.8088088E-02  0.0000000E+00
 9.0090090E-02  0.0000000E+00
 9.2092092E-02  0.0000000E+00
 9.4094094E-02  0.0000000E+00
 9.6096096E-02  0.0000000E+00
 9.8098098E-02  0.0000000E+00
 1.0010010E-01  0.0000000E+00
 1.0210210E-01  0.0000000E+00
 1.0410410E-01  0.0000000E+00
 1.0610611E-01  0.0000000E+00
 1.0810811E-01  0.0000000E+00
 1.1011011E-01  0.0000000E+00
 1.1211211E-01  0.0000000E+00
 1.1411411E-01  0.0000000E+00
 1.1611612E-01  0.0000000E+00
 1.1811812E-01  0.0000000E+00
 1.2012012E-01  0.0000000E+00
 1.2212212E-01  0.0000000E+00
 1.2412412E-01  0.0000000E+00
 1.2612613E-01  0.0000000E+00
 1.2812813E-01  0.0000000E+00
 1.3013013E-01  0.0000000E+00
 1.3213213E-01  0.0000000E+00
 1.3413413E-01  0.0000000E+00
 1.3613614E-01  0.0000000E+00
 1.3813814E-01  0.0000000E+00
 1.4014014E-01  0.0000000E+00
 1.4214214E-01  0.0000000E+00
 1.4414414E-01  0.0000000E+00
 1.4614615E-01  0.0000000E+00
 1.4814815E-01  0.0000000E+00
 1.5015015E-01  0.0000000E+00
 1.5215215E-01  0.0000000E+00
 1.5415415E-01  0.0000000E+00
 1.5615616E-01  0.0000000E+00
 1.5815816E-01  0.0000000E+00
 1.6016016E-01  0.0000000E+00
 1.6216216E-01  0.0000000E+00
 1.6416416E-01  0.0000000E+00
 1.6616617E-01  0.0000000E+00
 1.6816817E-01  0.0000000E+00
 1.7017017E-01  0.0000000E+00
 1.7217217E-01  0.0000000E+00
 1.7417417E-01  0.0000000E+00
 1.7617618E-01  0.0000000E+00
 1.7817818E-01  0.0000000E+00
 1.8018018E-01  0.0000000E+00
 1.8218218E-01  0.0000000E+00
 1.8418418E-01  0.0000000E+00
 1.8618619E-01  0.0000000E+00
 1.8818819E-01  0.0000000E+00
 1.9019019E-01  0.0000000E+00
 1.9219219E-01  0.0000000E+00
 1.9419419E-01  0.0000000E+00
 1.9619620E-01  0.0000000E+00
 1.9819820E-01  0.0000000E+00
 2.0020020E-01  0.0000000E+00
 2.0220220E-01  0.0000000E+00
 2.0420420E-01  0.0000000E+00
 2.0620621E-01  0.0000000E+00
 2.0820821E-01  0.0000000E+00
 2.1021021E-01  0.0000000E+00
 2.1221221E-01  0.0000000E+00
 2.1421421E-01  0.0000000E+00
 2.1621622E-01  0.0000000E+00
 2.1821822E-01  0.0000000E+00
 2.2022022E-01  0.0000000E+00
 2.2222222E-01  0.0000000E+00
 2.2422422E-01  0.0000000E+00
 2.2622623E-01  0.0000000E+00
 2.2822823E-01  0.0000000E+00
 2.3023023E-01  0.0000000E+00
 2.3223223E-01  0.0000000E+00
 2.3423423E-01  0.0000000E+00
 2.3623624E-01  0.0000000E+00
 2.3823824E-01  0.0000000E+00
 2.4024024E-01  0.0000000E+00
 2.4224224E-01  0.0000000E+00
 2.4424424E-01  0.0000000E+00
 2.4624625E-01  0.0000000E+00
 2.4824825E-01  0.0000000E+00
 2.5025025E-01  0.0000000E+00
 2.5225225E-01  0.0000000E+00
 2.5425425E-01  0.0000000E+00
 2.5625626E-01  0.0000000E+00
 2.5825826E-01  0.0000000E+00
 2.6026026E-01  0.0000000E+00
 2.6226226E-01  0.0000000E+00
 2.6426426E-01  0.0000000E+00
 2.6626627E-01  0.0000000E+00
 2.6826827E-01  0.0000000E+00
 2.7027027E-01  0.0000000E+00
 2.7227227E-01  0.0000000E+00
 2.7427427E-01  0.0000000E+00
 2.7627628E-01  0.0000000E+00
 2.7827828E-01  0.0000000E+00
 2.8028028E-01  0.0000000E+00
 2.8228228E-01  0.0000000E+00
 2.8428428E-01  0.0000000E+00
 2.8628629E-01  0.0000000E+00
 2.8828829E-01  0.0000000E+00
 2.9029029E-01  0.0000000E+00
 2.9229229E-01  0.0000000E+00
 2.9429429E-01  0.0000000E+00
